tweet,tweet_1,tweet_2,mentions,themes,HS,TR,AG
@CFTreyNada Would you want to be labeled a woman beater for the rest of your life by some crazy skank who’s pissed… https://t.co/d3ixX7FkgX,Would you want to be labeled a woman beater for the rest of your life by some crazy skank whos pissed,want label woman beater rest life crazy skank piss,['@CFTreyNada'],[],1,0,0
@BarbraStreisand @HillaryClinton Why any DECENT woman would think this skank should be 1st female potus is beyond m… https://t.co/BYZMc7tdiz,Why any DECENT woman would think this skank should be st female potus is beyond m,decent woman think skank st female potus,"['@BarbraStreisand', '@HillaryClinton']",['the United States'],1,1,0
If u walk away from a down ass woman for a skank then u deserve what u get. U can’t turn a how into a house wife so… https://t.co/XteHNt3pa0,If u walk away from a down ass woman for a skank then u deserve what u get. U cant turn a how into a house wife so,walk away ass woman skank deserve turn house wife,[],['Songs'],1,0,0
*In class today* *Girl next to me* 'I hate how every girl dressed like a skank for Halloween' *Guy in front of me turns* 'IT WAS AMAZING,*In class today* *Girl next to me* 'I hate how every girl dressed like a skank for Halloween' *Guy in front of me turns* 'IT WAS AMAZING,class today girl hate girl dress like skank halloween guy turn amazing,[],"['Halloween', 'Today', 'U.S.']",1,0,0
Some absolute skank of a girl out there trying to cause trouble. Not happening love.. I show my girl every message a girl sends me,Some absolute skank of a girl out there trying to cause trouble. Not happening love.. I show my girl every message a girl sends me,absolute skank girl try cause trouble happen love girl message girl send,[],"['Love', '2008']",1,1,0
@Imperator_Rex3 @ThinBlueLR The girl is late on her house payment. Quick buck for the skank.,The girl is late on her house payment. Quick buck for the skank.,girl late house payment quick buck skank,"['@Imperator_Rex3', '@ThinBlueLR']",[],1,1,0
@chelseahandler I like it! I'm 100% sure you are an irrelevant skank who's granddad was a #Nazi #Correct? Nope th… https://t.co/E0WWs6tEwo,I like it! I'm % sure you are an irrelevant skank who's granddad was a ? Nope th,like sure irrelevant skank granddad nope th,"['@chelseahandler', 'Gerry']",['Pacemakers'],1,1,0
@LoveHipHopVH1 Musika you are a awful person. You or Skank want to be ugly ho I don't know what the fuck you're wearing #LHHHReunion,Musika you are a awful person. You or Skank want to be ugly ho I don't know what the fuck you're wearing,musika awful person skank want ugly ho know fuck wear,['@LoveHipHopVH1'],[],1,1,0
"You are a LIAR and a FLOP, you skank hoe! Even Netflix doesn't want you LMAO https://t.co/LsSzhdO4kl","You are a LIAR and a FLOP, you skank hoe! Even Netflix doesn't want you LMAO",liar flop skank hoe netflix want lmao,[],"['LOL', 'Netflix']",1,1,0
"first words i hear from another human today: 'shut up you skank ass whore,' world: 1 mik: 0","first words i hear from another human today: 'shut up you skank ass whore,' world: mik:",word hear human today shut skank ass whore world mik,['Josef Mik'],[],1,1,0
"WHACKS AGAIN. 'Bitch, no the fuck you don't you damn skank.'","WHACKS AGAIN. 'Bitch, no the fuck you don't you damn skank.'",whack bitch fuck damn skank,['Meredith Brooks'],[],1,1,0
@AnnieB117 @Alyssa_Milano Why would you call a “feminist” who does lesbian vampire porn a “skank”?🤷🏻‍♂️#MAGA🇺🇸… https://t.co/SFYJdoDxGW,Why would you call a feminist who does lesbian vampire porn a skank?,feminist lesbian vampire porn skank,"['@AnnieB117', '@Alyssa_Milano']",['Lesbian'],1,1,0
@AmericanHotLips @DHSgov @FBI @Alyssa_Milano Skank you are already in the streets. Make my money whore.,Skank you are already in the streets. Make my money whore.,skank street money whore,"['@AmericanHotLips', '@DHSgov', '@FBI', '@Alyssa_Milano', 'Jessica Simpson']",['Streets'],1,1,1
@KatrinaPierson You're a skank. You are more skilled at shoplifting than trying to be witty.,You're a skank. You are more skilled at shoplifting than trying to be witty.,skank skilled shoplifting try witty,['@KatrinaPierson'],[],1,1,0
"Fuck you, you fuckin skank WHAT DID YOU SAY!? I said I can’t wait to own a fishing tank!","Fuck you, you fuckin skank WHAT DID YOU SAY!? I said I cant wait to own a fishing tank!",fuck fuckin skank wait fishing tank,[],[],1,1,0
@Onlyyaelin_ @_celesstee So you just want money skank,So you just want money skank,want money skank,"['@Onlyyaelin_', '@_celesstee']",['Rock and Roll Alternative'],1,1,0
@lgmaterna @latimes @Pegkel Hey American skank are you illiterate?,Hey American skank are you illiterate?,hey american skank illiterate,"['@lgmaterna', '@latimes', '@Pegkel']",['Americans'],1,1,0
"@AntiRecords @LidoPimienta @epitaphrecords @EpitaphEurope But you probably mind the white guys, you racist, anti -white skank!","But you probably mind the white guys, you racist, anti -white skank!",probably mind white guy racist anti white skank,"['@AntiRecords', '@LidoPimienta', '@epitaphrecords', '@EpitaphEurope']",[],1,1,0
@MediaJuggernaut @deoppressolibe2 Omg! Megyn is a skank. You have that right.,Omg! Megyn is a skank. You have that right.,omg megyn skank right,"['@MediaJuggernaut', '@deoppressolibe2']","['the United States', 'Yahoo! News']",1,1,0
@asr1018 @M_pritchh @angela_idalia Hey skank you wanna take a huge step back before we have to get everyone on your… https://t.co/U3zSojqdvG,Hey skank you wanna take a huge step back before we have to get everyone on your,hey skank wanna huge step,"['@asr1018', '@M_pritchh', '@angela_idalia']",[],1,1,1
Laying in my bed telling me not to suck your cock cause it smelled... we know why.. it was up some skanks arse before you came to mine,Laying in my bed telling me not to suck your cock cause it smelled... we know why.. it was up some skanks arse before you came to mine,lay bed tell suck cock cause smell know skank arse come,[],['Middle English'],1,0,0
@AnnCoulter @trumps_feed Absolute skank you are,Absolute skank you are,absolute skank,"['@AnnCoulter', '@trumps_feed']",[],1,1,0
"@Angeleyez_17 @beelvia @SenSanders Slut. Whore. Floozy. Harlot. Skank. Pick whatever word you want, and keep the sa… https://t.co/cLpUl32uDP","Slut. Whore. Floozy. Harlot. Skank. Pick whatever word you want, and keep the sa",slut whore floozy harlot skank pick word want sa,"['@Angeleyez_17', '@beelvia', '@SenSanders']",[],1,1,0
ATTN: JOY REID. YOU 'AWFUL WOMAN' ARE A COMPLETE SKANK. YOU DISGUST EVERYONE. YOU ARE MARKED. YOU FILTHY IDIOT!!!,ATTN: JOY REID. YOU 'AWFUL WOMAN' ARE A COMPLETE SKANK. YOU DISGUST EVERYONE. YOU ARE MARKED. YOU FILTHY IDIOT!!!,attn joy reid awful woman complete skank disgust mark filthy idiot,['Thomas Reid'],[],1,1,1
@DonnaWR8 @realDonaldTrump You are a skank,You are a skank,skank,"['@DonnaWR8', '@realDonaldTrump']",[],1,1,0
@WGladstone Maybe this is what you wanted: “What a gross skank! Ever hear of a pocket?” Better? 😘,Maybe this is what you wanted: What a gross skank! Ever hear of a pocket? Better?,maybe want gross skank hear pocket,['@WGladstone'],[],1,1,0
"@IvankaTrump Go away skank. Go back to Pluto, or wherever in hell you came from. #AlertTheDayCareStaff #FlushTheToilet","Go away skank. Go back to Pluto, or wherever in hell you came from.",away skank pluto hell come,['@IvankaTrump'],[],1,1,1
"@ShirlsAdams @WendellPierce Give it a rest, you fugly skank.","Give it a rest, you fugly skank.",rest fugly skank,"['@ShirlsAdams', '@WendellPierce']",[],1,1,0
@HillaryClinton Why don’t you crawl back in your hole skank,Why dont you crawl back in your hole skank,crawl hole skank,['@HillaryClinton'],['Crawl Back'],1,1,1
WHO.. ARE. YOOUU? This is not mario kart. You are no princess peach. Get your skank ass up out my lane or I take you off the goddamn road.,WHO.. ARE. YOOUU? This is not mario kart. You are no princess peach. Get your skank ass up out my lane or I take you off the goddamn road.,yoouu mario kart princess peach skank ass lane goddamn road,['Mario Kart'],[],1,1,1
@lsarsour STFU YOU SKANK!! U want this to happen.,STFU YOU SKANK!! U want this to happen.,stfu skank want happen,['@lsarsour'],[],1,1,1
@anettarzc1791 It should cost you more for being a dirty skank!,It should cost you more for being a dirty skank!,cost dirty skank,['@anettarzc1791'],[],1,1,1
"Geez, should have expect the unexpected. I just happen to forget to foresee what a mouth of skank you have.","Geez, should have expect the unexpected. I just happen to forget to foresee what a mouth of skank you have.",geez expect unexpected happen forget foresee mouth skank,[],[],1,1,1
@GingerResists @realDonaldTrump And you voted for Killary the Skank ?,And you voted for Killary the Skank ?,vote killary skank,"['@GingerResists', '@realDonaldTrump']",[],1,1,0
@NivenJ1 @IvankaTrump You must be one of those bottom feeders we warn each other about...sewage spewing skank... Ve… https://t.co/AuYvTGMKim,You must be one of those bottom feeders we warn each other about...sewage spewing skank... Ve,feeder warn aboutsewage spew skank ve,"['@NivenJ1', '@IvankaTrump']",[],1,1,0
@DrewMikePodcast It kinda sounds like you run a house of skank over there. Mags stinks 😷 and dogs getting into the Halloween candy.,It kinda sounds like you run a house of skank over there. Mags stinks and dogs getting into the Halloween candy.,kinda sound like run house skank mag stink dog halloween candy,['@DrewMikePodcast'],"['Halloween', 'U.S.', 'House']",1,1,0
Darla you trifling skank! #QueenSugar,Darla you trifling skank!,darla trifle skank,[],['Darla (Buffy the Vampire Slayer'],1,1,0
@dlh8 @BarackObama Talk about NYers like that AFTER you've survived 9/11. Until then shut the fuck up. You are a nasty skank.,Talk about NYers like that AFTER you've survived /11. Until then shut the fuck up. You are a nasty skank.,talk nyer like ve survive 11 shut fuck nasty skank,"['@dlh8', '@BarackObama', 'Csaba Nyers']",[],1,1,1
@ekhatami Die in a fire you fucking skank.,Die in a fire you fucking skank.,die fire fuck skank,['@ekhatami'],[],1,1,1
@manleygeddes2 Did you finally dump that annoying skank? You should give Erin another go,Did you finally dump that annoying skank? You should give Erin another go,finally dump annoying skank erin,"['@manleygeddes2', 'Erin Hannon']",[],1,1,0
@bea14_x @KSIOlajidebt Oh wow what a ugly skank you are,Oh wow what a ugly skank you are,oh wow ugly skank,"['@bea14_x', '@KSIOlajidebt']",[],1,1,0
"@Aayisha89 @Damtastik @Xochitl__ You're a liar let the vibe catch anyone of you and you're bussin a skank, you lot… https://t.co/kNo5pLO5VJ","You're a liar let the vibe catch anyone of you and you're bussin a skank, you lot",liar let vibe catch bussin skank lot,"['@Aayisha89', '@Damtastik', '@Xochitl__']",['Vibe'],1,1,0
@Guinz Stupid Skank !,Stupid Skank !,stupid skank,['@Guinz'],[],1,1,0
@chelseahandler He’s gonna win in 2020 too you stupid nasty skank !,Hes gonna win in too you stupid nasty skank !,win stupid nasty skank,"['@chelseahandler', 'Nasty', 'Janet Jackson']",[],1,1,0
@TayrnG @WhiteHouse You are a stupid idiot. F U. NASTY TRASY SKANK,You are a stupid idiot. F U. NASTY TRASY SKANK,stupid idiot nasty trasy skank,"['@TayrnG', '@WhiteHouse', 'Nasty', 'Janet Jackson']",[],1,1,1
@Bubbles8301 @LPIsaacGuest She a nasty skank Hoe who would Fuck her wolf pussy anyway ?,She a nasty skank Hoe who would Fuck her wolf pussy anyway ?,nasty skank hoe fuck wolf pussy,"['@Bubbles8301', '@LPIsaacGuest', 'Wolf']",[],1,1,0
"It’s too much loose pussy in the world to be raping bitches. Literally some of these skanks, goin on sight 💀💯","Its too much loose pussy in the world to be raping bitches. Literally some of these skanks, goin on sight",loose pussy world rape bitch literally skank goin sight,[],['Vagina'],1,0,0
Find it hysterical that a bitch can't talk shit on me until she moves away🤔🤔scared???🤣,Find it hysterical that a bitch can't talk shit on me until she moves awayscared???,find hysterical bitch talk shit awayscare,[],[],1,0,0
But last nighttttttttttttttttt...that bitch was confusing the hell out of me...when I had a fucking hysterical caller.,But last nighttttttttttttttttt...that bitch was confusing the hell out of me...when I had a fucking hysterical caller.,nightttttttttttttttttthat bitch confuse hell mewhen fucking hysterical caller,[],['Middle English'],1,1,0
It’s hysterical how much you bitch and complain over something so stupid. Don’t have to catch an attitude every 5 fuckin seconds.,Its hysterical how much you bitch and complain over something so stupid. Dont have to catch an attitude every fuckin seconds.,hysterical bitch complain stupid catch attitude fuckin second,"['Chris Brown', 'Meredith Brooks']",[],1,1,0
that bitch wanna act funny bitch ima act hysterical,that bitch wanna act funny bitch ima act hysterical,bitch wanna act funny bitch act hysterical,[],[],1,1,0
@thehill @HillaryClinton always trying to wear the pants in the family. #GetBackInTheKitchen,always trying to wear the pants in the family.,try wear pant family,"['@thehill', '@HillaryClinton']",[],1,1,1
@__0HOUR1_ Correction - HUGH if true. #makemeasandwich,Correction - HUGH if true.,correction hugh true,['@__0HOUR1_'],[],1,1,0
"Sometimes, all you have to do is just let out the rope.. #FeminismIsCancer https://t.co/3WC4UQ40tc","Sometimes, all you have to do is just let out the rope..",let rope,['Janet Jackson'],[],1,0,1
Hollywood glorifying being a slut mom. You never have to grow up #MGTOW #FeminismIsCancer https://t.co/aHJo9RUJVK,Hollywood glorifying being a slut mom. You never have to grow up,hollywood glorifying slut mom grow,[],['Hollywood'],1,0,0
"@Monkfights @incredibleindia @PMOIndia @ttindia @ANI @CSIR_IND If you really believe that #FeminismIsCancer, maybe… https://t.co/oSeFm3NkKR","If you really believe that , maybe",believe maybe,"['@Monkfights', '@incredibleindia', '@PMOIndia', '@ttindia', '@ANI', '@CSIR_IND', 'Cher']",[],1,0,0
@greengoddess892 could you try this on for me? #feminismiscancer https://t.co/5YdRTZE42h,could you try this on for me?,try,['@greengoddess892'],[],1,0,0
Before fighting rape culture we need to take care of those poor men who feel hurt by women complaining about rape #NotAllMen,Before fighting rape culture we need to take care of those poor men who feel hurt by women complaining about rape,fight rape culture need care poor man feel hurt woman complain rape,['Robbie Williams'],"['World Health Organization', 'Christina Aguilera']",1,0,0
"Perhaps it's true that #notallmen are sexual predators, but all women are potential prey. https://t.co/IpC3VNJMH3","Perhaps it's true that are sexual predators, but all women are potential prey.",true sexual predator woman potential prey,[],['Spandau Ballet'],1,0,1
"@GoldCaro ok if #NotAllMen is bad. Next time I hear that a girl cheated, I'll assume that women are systemically pr… https://t.co/s6Tn0lnGbm","ok if is bad. Next time I hear that a girl cheated, I'll assume that women are systemically pr",ok bad time hear girl cheat ill assume woman systemically pr,['@GoldCaro'],[],1,0,0
#NotAllMen is legitimatly telling you men don't rape because of some urge... You need to watch zootopia and pay at… https://t.co/Y4sXbato9v,is legitimatly telling you men don't rape because of some urge... You need to watch zootopia and pay at,legitimatly tell man rape urge need watch zootopia pay,[],"['Zootopia', 'Sunday']",1,0,0
fuckin butch ass cunt motherfucker bitch lick my foot https://t.co/yCmZBPz6hB,fuckin butch ass cunt motherfucker bitch lick my foot,fuckin butch ass cunt motherfucker bitch lick foot,[],[],1,1,1
"Dear Akkorou, Bitch ass nigga cunt on a stick fuck shit bitch kike small cocked cunt Love, Dj Rits","Dear Akkorou, Bitch ass nigga cunt on a stick fuck shit bitch kike small cocked cunt Love, Dj Rits",dear akkorou bitch ass nigga cunt stick fuck shit bitch kike small cock cunt love dj rit,[],"['Shit', 'Love']",1,0,0
@accioxpeter fuck you thats my fucking boy bitch ass cunt ready to fight,fuck you thats my fucking boy bitch ass cunt ready to fight,fuck fucking boy bitch ass cunt ready fight,['@accioxpeter'],[],1,1,1
i convince myself that im not a bad person and then call an old lady a stupid cunt bitch for biking in the road,i convince myself that im not a bad person and then call an old lady a stupid cunt bitch for biking in the road,convince bad person old lady stupid cunt bitch bike road,[],['Maharashtra'],1,1,0
@sinner_b @baeoflight @Henjam48 RIDICULOUS CUNT ! WOMEN DO IT IN AND OUT OF MARRIAGES THE WEAK BITCHES. WHAT DO U C… https://t.co/dAxB0DP43g,RIDICULOUS CUNT ! WOMEN DO IT IN AND OUT OF MARRIAGES THE WEAK BITCHES. WHAT DO U C,ridiculous cunt woman marriage weak bitch,"['@sinner_b', '@baeoflight', '@Henjam48']",[],1,0,0
If only I could get out and beat the cunt that just hit my car with 5 fucking kids in it...cops are fucking looking for you bitch 507TVB,If only I could get out and beat the cunt that just hit my car with fucking kids in it...cops are fucking looking for you bitch TVB,beat cunt hit car fucking kid itcop fucking look bitch tvb,[],['TVB'],1,1,1
Fucking dropped my phone and cracked the screen fucking shit cunt bitch,Fucking dropped my phone and cracked the screen fucking shit cunt bitch,fucking drop phone crack screen fucking shit cunt bitch,[],['Shit'],0,0,0
〝 Bitch fuck shit cunt who─ 〞 Okayyy..,Bitch fuck shit cunt who Okayyy..,bitch fuck shit cunt okayyy,[],"['Shit', 'Gangsta']",1,1,0
fat cunt ass bitch burn in hell https://t.co/1KgQA6M4Ku,fat cunt ass bitch burn in hell,fat cunt ass bitch burn hell,[],[],1,1,1
cormacs such a cunt won’t even let me squeeze his blackheads pussy bitch,cormacs such a cunt wont even let me squeeze his blackheads pussy bitch,cormac cunt let squeeze blackhead pussy bitch,[],[],1,0,1
Fuck you ugly cunt bitch don't get smacked https://t.co/oN5yaknXRz,Fuck you ugly cunt bitch don't get smacked,fuck ugly cunt bitch smack,[],[],1,1,0
LEMINIS STOP TRAINING IT'S TIME TO GET RIPPED hashtag THIS CUNT BITCH literally fuck that?,LEMINIS STOP TRAINING IT'S TIME TO GET RIPPED hashtag THIS CUNT BITCH literally fuck that?,leminis stop train time rip hashtag cunt bitch literally fuck,[],['Hashtag'],1,1,0
I need someone to watch the tv show atypical on Netflix and talk to me about how much of a dummy cunt bitch the mom is in it please.,I need someone to watch the tv show atypical on Netflix and talk to me about how much of a dummy cunt bitch the mom is in it please.,need watch tv atypical netflix talk dummy cunt bitch mom,[],"['Law &amp', 'Netflix']",1,0,0
@DavidJoBrexit Fucking cunt bitch has learned nothing from the election,Fucking cunt bitch has learned nothing from the election,fucking cunt bitch learn election,['@DavidJoBrexit'],[],1,1,0
also keep my name out of ur hoe ass mouth I literally refer to u only as cunt and bitch,also keep my name out of ur hoe ass mouth I literally refer to u only as cunt and bitch,ur hoe ass mouth literally refer cunt bitch,[],[],1,1,1
I Want Some Cunt Ass Bitches To Be Spice Girls W Me This Year,I Want Some Cunt Ass Bitches To Be Spice Girls W Me This Year,want cunt ass bitch spice girl year,[],[],1,0,0
Fuck you Noot Noot Harime fucking fashion cunt tailor cunt looking bug as eye looking no arm be having bitch,Fuck you Noot Noot Harime fucking fashion cunt tailor cunt looking bug as eye looking no arm be having bitch,fuck noot noot harime fuck fashion cunt tailor cunt look bug eye look arm bitch,['Mark Noot'],['Austria'],1,1,0
"@BetaNipson @ChristiChat @realDonaldTrump @RepWilson And I thought I was a Bitch, but you are, well the worst cunt ever.","And I thought I was a Bitch, but you are, well the worst cunt ever.",think bitch bad cunt,"['@BetaNipson', '@ChristiChat', '@realDonaldTrump', '@RepWilson']",[],1,1,0
This ignorant cunt bitch @hazelebaby bout people hate her cus she’s lightskin...no. We hate you cus you are a man.,This ignorant cunt bitch bout people hate her cus shes lightskin...no. We hate you cus you are a man.,ignorant cunt bitch bout people hate cus lightskinno hate cus man,['@hazelebaby'],['Israel'],1,1,0
@beefy_girl hey bitch stop selling yourself to @INCIndia run cunt run https://t.co/3fGwEW8Loa,hey bitch stop selling yourself to run cunt run,hey bitch stop sell run cunt run,"['@beefy_girl', '@INCIndia']",[],1,1,0
@burnthewitchiii come tell this bitch to get in the fucking sea. Please. Before I cunt punch her. 😂,come tell this bitch to get in the fucking sea. Please. Before I cunt punch her.,come tell bitch fucking sea cunt punch,['@burnthewitchiii'],['Punch'],1,1,1
U fucking cunt bitch https://t.co/1sIzyePn1h,U fucking cunt bitch,fuck cunt bitch,[],['Austria'],1,1,0
FUCKING FUCK SHIT PISS MOTHERFUCKING BITCH TIT CUNT FUCKING SLUT,FUCKING FUCK SHIT PISS MOTHERFUCKING BITCH TIT CUNT FUCKING SLUT,fuck fuck shit piss motherfucke bitch tit cunt fucking slut,['Urine'],"['Austria', 'Breast', 'Shit']",1,1,0
Bitches better stop wearing bonnets in public. Put a fucking hat on if you’re a lazy cunt like me. That’s what I do.,Bitches better stop wearing bonnets in public. Put a fucking hat on if youre a lazy cunt like me. Thats what I do.,bitch stop wear bonnet public fucking hat lazy cunt like,['Tam'],[],1,0,1
god fucking shit cunt dammit bitch pretentious cock sucker..... I dropped my ice cream,god fucking shit cunt dammit bitch pretentious cock sucker..... I dropped my ice cream,god fucking shit cunt dammit bitch pretentious cock sucker drop ice cream,[],"['Austria', 'Shit']",1,1,0
This town is going to change all right those old cunt bitches are right about that but they're not going to see the benefit of it,This town is going to change all right those old cunt bitches are right about that but they're not going to see the benefit of it,town change right old cunt bitch right benefit,[],[],1,0,0
@Twitch_Pink you dumb cunt you trick 12 and 30 year old virgins into giving you money you fucking bitch. kys honest… https://t.co/8YN3eglZuT,you dumb cunt you trick and year old virgins into giving you money you fucking bitch. kys honest,dumb cunt trick year old virgin money fuck bitch kys honest,"['@Twitch_Pink', 'Mary', 'Jesus']","['Magic', 'Sunday']",1,1,0
FUUUCCKK! ASS BITCH CUNT FART!!! I CAN'T BELIEVE IT!!!!!!!,FUUUCCKK! ASS BITCH CUNT FART!!! I CAN'T BELIEVE IT!!!!!!!,fuuucckk ass bitch cunt fart believe,[],[],1,1,1
@TEAMNASA_KE Ur the bitch motherfucker Nasa is sick with what I call attention seeking cunt disorder,Ur the bitch motherfucker Nasa is sick with what I call attention seeking cunt disorder,ur bitch motherfucker nasa sick attention seek cunt disorder,['@TEAMNASA_KE'],['NASA'],1,1,0
Unprecedented? Right up that bitches alley. Not like the cunt hasn't gone behind her leader before. #pmlive,Unprecedented? Right up that bitches alley. Not like the cunt hasn't gone behind her leader before.,unprecedented right bitch alley like cunt leader,[],[],1,0,0
@ADIC33 Just look at her face..sorry women but look up CUNT and you will see this bitch face. If ever a woman to get punched JS😂😂,Just look at her face..sorry women but look up CUNT and you will see this bitch face. If ever a woman to get punched JS,look facesorry woman look cunt bitch face woman punch js,['@ADIC33'],"['Basta', 'Sunday']",1,0,1
@WoobieTuesday Then this Mein Kunt Bitch talks about respecting soldiers thats why all that its bS His racist ass i… https://t.co/Q8o119r6QS,Then this Mein Kunt Bitch talks about respecting soldiers thats why all that its bS His racist ass i,mein kunt bitch talk respect soldier bs racist ass,['@WoobieTuesday'],"['Bachelor', 'Murat']",1,1,0
if them bitches take a pic with Bey (which i highly doubt) i will forever shut my whore mouth,if them bitches take a pic with Bey (which i highly doubt) i will forever shut my whore mouth,bitch pic bey highly doubt forever shut whore mouth,[],[],1,0,0
Bitches love arguing with me on Instagram K Michelle is a whore so let’s stop,Bitches love arguing with me on Instagram K Michelle is a whore so lets stop,bitch love argue instagram michelle whore let stop,['K. Michelle'],[],1,1,0
"' y'all ain't shit ' first of all , Idk why u think u some new bitch lmao u still that same old whore no one likes","' y'all ain't shit ' first of all , Idk why u think u some new bitch lmao u still that same old whore no one likes",shit idk think new bitch lmao old whore like,[],"['IDK', 'LOL']",1,0,0
Next...working from whore houses ....coding with bitches for future augmented reality sex apps https://t.co/zz0vRxvun7,Next...working from whore houses ....coding with bitches for future augmented reality sex apps,nextworke whore house code bitch future augment reality sex app,[],[],1,0,0
“I love you” First of all bitch we all know that’s a lie with your whore mouth and your floppy wiener,I love you First of all bitch we all know thats a lie with your whore mouth and your floppy wiener,love bitch know lie whore mouth floppy wiener,[],[],1,1,0
@qurbanov_zaur sup bitch yo be fuxking care ful i find out ur touching my man. ima find you. be scared whore be fuxking scared.,sup bitch yo be fuxking care ful i find out ur touching my man. ima find you. be scared whore be fuxking scared.,sup bitch yo fuxke care ful find ur touch man find scared whore fuxke scared,['@qurbanov_zaur'],[],1,1,1
@okaayythen bitch ass whore ass motherfucker,bitch ass whore ass motherfucker,bitch ass whore ass motherfucker,['@okaayythen'],[],1,1,0
Ahh That’s What I Get For Being A Whore 😭🙄 Now All These Bitches Wanna Talk 🤦🏽‍♀️,Ahh Thats What I Get For Being A Whore Now All These Bitches Wanna Talk,ahh whore bitch wanna talk,[],[],1,0,0
Bitch people in petsmart are looking at me like I’m a crack whore https://t.co/dxu7SLQQtl,Bitch people in petsmart are looking at me like Im a crack whore,bitch people petsmart look like crack whore,[],['PetSmart'],1,0,0
@MissMelyssaFord YOU WHORE ! STANKING ASS WHORE ! Dick SUCKING ASS WHORE @Drakee_YMCMB WIT @Jumpman23 BITCH !,YOU WHORE ! STANKING ASS WHORE ! Dick SUCKING ASS WHORE WIT BITCH !,whore stanke ass whore dick suck ass whore wit bitch,"['@MissMelyssaFord', '@Drakee_YMCMB', '@Jumpman23']",['Sunday'],1,1,1
I want a bitch or whore or pig come to me now kik: mishalcoors #bitch #whore #ass #pussy #wine #beer #كيك #كك… https://t.co/NtSvUOrgJj,I want a bitch or whore or pig come to me now kik: mishalcoors,want bitch whore pig come kik mishalcoor,[],[],1,0,0
@Twitch_Pink @Greekgodx shut the fuck up bitch don’t talk to greek like that you whore go on chaturbate you dickhead,shut the fuck up bitch dont talk to greek like that you whore go on chaturbate you dickhead,shut fuck bitch talk greek like whore chaturbate dickhead,"['@Twitch_Pink', '@Greekgodx']",['Greek'],1,1,1
Have fun fucking your whore you asshole in red lip stick with a smiley face lolol what a bad bitch,Have fun fucking your whore you asshole in red lip stick with a smiley face lolol what a bad bitch,fun fuck whore asshole red lip stick smiley face lolol bad bitch,['Smiley'],"['Lolol', 'Lipstick', 'Maharashtra']",1,1,0
@realDonaldTrump @realDonaldTrump your bitch of a mother should of swallowed you like the whore she was,your bitch of a mother should of swallowed you like the whore she was,bitch mother swallow like whore,"['@realDonaldTrump', '@realDonaldTrump', 'Meredith Brooks']",[],1,1,0
dont fucking facetune me you fat bitch whore phone,dont fucking facetune me you fat bitch whore phone,fuck facetune fat bitch whore phone,[],['Facetune'],1,1,0
fuckin not even a cup like fuckin negative d cup whore flat chested bitch,fuckin not even a cup like fuckin negative d cup whore flat chested bitch,fuckin cup like fuckin negative cup whore flat cheste bitch,[],['Breast'],1,0,1
You a Bitch an a whore you make us look stupid bitc... — well u look stupid rn lmaodjdh https://t.co/swTXJY37rS,You a Bitch an a whore you make us look stupid bitc... well u look stupid rn lmaodjdh,bitch whore look stupid bitc look stupid rn lmaodjdh,[],"['200', 'BitC']",1,1,0
Bitches are annoying you still letting him fuck u whore and he don’t fw you quit flexin on here,Bitches are annoying you still letting him fuck u whore and he dont fw you quit flexin on here,bitch annoying let fuck whore fw quit flexin,[],[],1,0,0
Ugh I love Briana even thou that bitch can drive me crazy! I’ll always love that whore 🤧❤️,Ugh I love Briana even thou that bitch can drive me crazy! Ill always love that whore,ugh love briana thou bitch drive crazy ill love whore,[],[],1,1,0
fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi,fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi,fucking stupid bitch filthy whore love fuck idgaf ur pregnant ill kill ahead cop wi,[],['Love'],1,1,1
When people hear your name it's all some crazy thot nasty bitch Whore shit,When people hear your name it's all some crazy thot nasty bitch Whore shit,people hear crazy thot nasty bitch whore shit,"['Nasty', 'Janet Jackson']",['Shit'],1,1,0
"Sorry bitch I’ll be a WHORE any damn day over that shit, gtfoh🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️ https://t.co/idsKvHMEiP","Sorry bitch Ill be a WHORE any damn day over that shit, gtfoh",sorry bitch ill whore damn day shit gtfoh,[],['Shit'],1,1,0
@WomenintheWorld @emilyslist @OnwardMarchDC erasing 58 prominent women and MILLIONS of female supporters to bitch about ONE man. 👏👏👏👏👏👏👏👏👏👏👏,erasing prominent women and MILLIONS of female supporters to bitch about ONE man.,erase prominent woman million female supporter bitch man,"['@WomenintheWorld', '@emilyslist', '@OnwardMarchDC']",[],1,0,0
Maybe most women generally get along with each other really well because we don't have to deal with weird ass bitch… https://t.co/uyoCWMgGrV,Maybe most women generally get along with each other really well because we don't have to deal with weird ass bitch,maybe woman generally deal weird ass bitch,[],[],1,0,0
Some women will goto war for their nigga . I will leave your ass dead ass hanging I’ll never go towar with another bitch,Some women will goto war for their nigga . I will leave your ass dead ass hanging Ill never go towar with another bitch,woman goto war nigga leave ass dead ass hang ill towar bitch,[],['Nigga'],1,0,1
Men say women are crazy but then message them 15 times & call them a bitch & cry about being friend zoned,Men say women are crazy but then message them times & call them a bitch & cry about being friend zoned,man woman crazy message time bitch cry friend zone,[],[],1,0,0
